failure_id,payment_id,failure_category,error_code,retryable
fail_10167,pay_100354,Network Timeout,GATEWAY_TIMEOUT,True
fail_10168,pay_100416,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10169,pay_100207,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10170,pay_102805,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10171,pay_102598,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10172,pay_100796,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10173,pay_103662,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10174,pay_100860,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10175,pay_101566,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10176,pay_104363,Network Timeout,GATEWAY_TIMEOUT,True
fail_10177,pay_100063,Network Timeout,GATEWAY_TIMEOUT,True
fail_10178,pay_100608,Network Timeout,GATEWAY_TIMEOUT,True
fail_10179,pay_104760,Network Timeout,GATEWAY_TIMEOUT,True
fail_10180,pay_103688,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10181,pay_104986,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10182,pay_100465,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10183,pay_104509,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10184,pay_102836,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10185,pay_102667,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10186,pay_104356,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10187,pay_103213,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10188,pay_102813,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10189,pay_102669,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10190,pay_101209,Network Timeout,GATEWAY_TIMEOUT,True
fail_10191,pay_101242,Network Timeout,GATEWAY_TIMEOUT,True
fail_10192,pay_100336,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10193,pay_100852,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10194,pay_101368,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10195,pay_102512,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10196,pay_100502,Network Timeout,GATEWAY_TIMEOUT,True
fail_10197,pay_102142,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10198,pay_101376,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10199,pay_102676,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10200,pay_103663,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10201,pay_102362,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10202,pay_100199,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10203,pay_100998,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10204,pay_101699,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10205,pay_101222,Network Timeout,GATEWAY_TIMEOUT,True
fail_10206,pay_100750,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10207,pay_103382,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10208,pay_102730,Network Timeout,GATEWAY_TIMEOUT,True
fail_10209,pay_103634,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10210,pay_104936,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10211,pay_102116,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10212,pay_100648,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10213,pay_103003,Network Timeout,GATEWAY_TIMEOUT,True
fail_10214,pay_103752,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10215,pay_103397,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10216,pay_103210,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10217,pay_100450,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10218,pay_101938,Network Timeout,GATEWAY_TIMEOUT,True
fail_10219,pay_100682,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10220,pay_104094,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10221,pay_101447,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10222,pay_100194,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10223,pay_103838,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10224,pay_101809,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10225,pay_101375,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10226,pay_104981,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10227,pay_100514,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10228,pay_100683,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10229,pay_103644,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10230,pay_102769,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10231,pay_100273,Network Timeout,GATEWAY_TIMEOUT,True
fail_10232,pay_101053,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10233,pay_103487,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10234,pay_101082,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10235,pay_104871,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10236,pay_102542,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10237,pay_103035,Network Timeout,GATEWAY_TIMEOUT,True
fail_10238,pay_102388,Network Timeout,GATEWAY_TIMEOUT,True
fail_10239,pay_100447,Network Timeout,GATEWAY_TIMEOUT,True
fail_10240,pay_101439,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10241,pay_104598,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10242,pay_101783,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10243,pay_102164,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10244,pay_100292,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10245,pay_101268,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10246,pay_101933,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10247,pay_103839,Network Timeout,GATEWAY_TIMEOUT,True
fail_10248,pay_104642,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10249,pay_102386,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10250,pay_104005,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10251,pay_103574,Network Timeout,GATEWAY_TIMEOUT,True
fail_10252,pay_102121,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10253,pay_101831,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10254,pay_100339,Network Timeout,GATEWAY_TIMEOUT,True
fail_10255,pay_100670,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10256,pay_104198,Network Timeout,GATEWAY_TIMEOUT,True
fail_10257,pay_101929,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10258,pay_103901,Network Timeout,GATEWAY_TIMEOUT,True
fail_10259,pay_101294,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10260,pay_100775,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10261,pay_102027,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10262,pay_101420,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10263,pay_104467,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10264,pay_101726,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10265,pay_100964,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10266,pay_103185,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10267,pay_104601,Network Timeout,GATEWAY_TIMEOUT,True
fail_10268,pay_100762,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10269,pay_100639,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10270,pay_102907,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10271,pay_102527,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10272,pay_100570,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10273,pay_104686,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10274,pay_103440,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10275,pay_100382,Network Timeout,GATEWAY_TIMEOUT,True
fail_10276,pay_100948,Network Timeout,GATEWAY_TIMEOUT,True
fail_10277,pay_102053,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10278,pay_104437,Network Timeout,GATEWAY_TIMEOUT,True
fail_10279,pay_102743,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10280,pay_103960,Network Timeout,GATEWAY_TIMEOUT,True
fail_10281,pay_104910,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10282,pay_102396,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10283,pay_102220,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10284,pay_100693,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10285,pay_100925,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10286,pay_102917,Network Timeout,GATEWAY_TIMEOUT,True
fail_10287,pay_102619,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10288,pay_104121,Network Timeout,GATEWAY_TIMEOUT,True
fail_10289,pay_103461,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10290,pay_104722,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10291,pay_104236,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10292,pay_104964,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10293,pay_103704,Network Timeout,GATEWAY_TIMEOUT,True
fail_10294,pay_104959,Network Timeout,GATEWAY_TIMEOUT,True
fail_10295,pay_103309,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10296,pay_102827,Network Timeout,GATEWAY_TIMEOUT,True
fail_10297,pay_101680,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10298,pay_103955,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10299,pay_104073,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10300,pay_101873,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10301,pay_101836,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10302,pay_103687,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10303,pay_100935,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10304,pay_101108,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10305,pay_100080,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10306,pay_104380,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10307,pay_101909,Network Timeout,GATEWAY_TIMEOUT,True
fail_10308,pay_102712,Network Timeout,GATEWAY_TIMEOUT,True
fail_10309,pay_102096,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10310,pay_101688,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10311,pay_100318,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10312,pay_103742,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10313,pay_103171,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10314,pay_104476,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10315,pay_103552,Network Timeout,GATEWAY_TIMEOUT,True
fail_10316,pay_103351,Network Timeout,GATEWAY_TIMEOUT,True
fail_10317,pay_102232,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10318,pay_103920,Network Timeout,GATEWAY_TIMEOUT,True
fail_10319,pay_101446,Network Timeout,GATEWAY_TIMEOUT,True
fail_10320,pay_100180,Network Timeout,GATEWAY_TIMEOUT,True
fail_10321,pay_100285,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10322,pay_104403,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10323,pay_100381,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10324,pay_104207,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10325,pay_102790,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10326,pay_102952,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10327,pay_102941,Network Timeout,GATEWAY_TIMEOUT,True
fail_10328,pay_102288,Network Timeout,GATEWAY_TIMEOUT,True
fail_10329,pay_100763,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10330,pay_100753,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10331,pay_102648,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10332,pay_102877,Network Timeout,GATEWAY_TIMEOUT,True
fail_10333,pay_100347,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10334,pay_100679,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10335,pay_102147,Network Timeout,GATEWAY_TIMEOUT,True
fail_10336,pay_102168,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10337,pay_102630,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10338,pay_102781,Network Timeout,GATEWAY_TIMEOUT,True
fail_10339,pay_102457,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10340,pay_101765,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10341,pay_102694,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10342,pay_103438,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10343,pay_101442,Network Timeout,GATEWAY_TIMEOUT,True
fail_10344,pay_100408,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10345,pay_104272,Network Timeout,GATEWAY_TIMEOUT,True
fail_10346,pay_100490,Network Timeout,GATEWAY_TIMEOUT,True
fail_10347,pay_102886,Network Timeout,GATEWAY_TIMEOUT,True
fail_10348,pay_102227,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10349,pay_101532,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_10350,pay_100469,Network Timeout,GATEWAY_TIMEOUT,True
fail_10351,pay_103733,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_10352,pay_102571,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10353,pay_104819,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10354,pay_104988,Network Timeout,GATEWAY_TIMEOUT,True
fail_10355,pay_101976,Network Timeout,GATEWAY_TIMEOUT,True
fail_10356,pay_102732,Network Timeout,GATEWAY_TIMEOUT,True
fail_10357,pay_101272,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_10358,pay_100692,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10359,pay_101750,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10360,pay_101142,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_10361,pay_104839,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_10362,pay_100721,Bank Declined,BANK_DECLINED_TRANSACTION,False
